Suburb,Offence Level 1,Offence Level 2,Month,offence_count,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,avg_lag_3,std_lag_3,holiday_days,month
ADELAIDE,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,73,84.0,83.0,60.0,76.0,95.0,100.0,86.0,100.0,121.0,104.0,93.0,82.0,75.66666666666667,13.576941236277534,1,10
ADELAIDE,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,114,73.0,84.0,83.0,60.0,76.0,95.0,100.0,86.0,100.0,121.0,104.0,93.0,80.0,6.082762530298219,0,11
ADELAIDE,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,119,114.0,73.0,84.0,83.0,60.0,76.0,95.0,100.0,86.0,100.0,121.0,104.0,90.33333333333333,21.221058723196006,2,12
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-07-01,52,46.0,41.0,43.0,26.0,30.0,34.0,33.0,34.0,31.0,10.0,25.0,35.0,43.333333333333336,2.516611478423583,0,7
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-08-01,42,52.0,46.0,41.0,43.0,26.0,30.0,34.0,33.0,34.0,31.0,10.0,25.0,46.333333333333336,5.507570547286102,0,8
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-09-01,23,42.0,52.0,46.0,41.0,43.0,26.0,30.0,34.0,33.0,34.0,31.0,10.0,46.666666666666664,5.033222956847167,0,9
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-10-01,29,23.0,42.0,52.0,46.0,41.0,43.0,26.0,30.0,34.0,33.0,34.0,31.0,39.0,14.730919862656235,1,10
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-11-01,46,29.0,23.0,42.0,52.0,46.0,41.0,43.0,26.0,30.0,34.0,33.0,34.0,31.333333333333332,9.71253485622231,0,11
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-12-01,28,46.0,29.0,23.0,42.0,52.0,46.0,41.0,43.0,26.0,30.0,34.0,33.0,32.666666666666664,11.930353445448853,2,12
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-01-01,54,28.0,46.0,29.0,23.0,42.0,52.0,46.0,41.0,43.0,26.0,30.0,34.0,34.333333333333336,10.115993936995679,2,1
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,42,54.0,28.0,46.0,29.0,23.0,42.0,52.0,46.0,41.0,43.0,26.0,30.0,42.666666666666664,13.316656236958787,0,2
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,40,42.0,54.0,28.0,46.0,29.0,23.0,42.0,52.0,46.0,41.0,43.0,26.0,41.333333333333336,13.012814197295423,4,3
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-04-01,36,40.0,42.0,54.0,28.0,46.0,29.0,23.0,42.0,52.0,46.0,41.0,43.0,45.333333333333336,7.571877794400365,2,4
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,40,36.0,40.0,42.0,54.0,28.0,46.0,29.0,23.0,42.0,52.0,46.0,41.0,39.333333333333336,3.0550504633038935,0,5
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-06-01,22,40.0,36.0,40.0,42.0,54.0,28.0,46.0,29.0,23.0,42.0,52.0,46.0,38.666666666666664,2.309401076758503,1,6
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,23,22.0,40.0,36.0,40.0,42.0,54.0,28.0,46.0,29.0,23.0,42.0,52.0,32.666666666666664,9.451631252505216,0,7
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-08-01,31,23.0,22.0,40.0,36.0,40.0,42.0,54.0,28.0,46.0,29.0,23.0,42.0,28.333333333333332,10.115993936995679,0,8
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,49,31.0,23.0,22.0,40.0,36.0,40.0,42.0,54.0,28.0,46.0,29.0,23.0,25.333333333333332,4.932882862316247,0,9
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,31,49.0,31.0,23.0,22.0,40.0,36.0,40.0,42.0,54.0,28.0,46.0,29.0,34.333333333333336,13.316656236958785,1,10
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,37,31.0,49.0,31.0,23.0,22.0,40.0,36.0,40.0,42.0,54.0,28.0,46.0,37.0,10.392304845413264,0,11
ADELAIDE,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,33,37.0,31.0,49.0,31.0,23.0,22.0,40.0,36.0,40.0,42.0,54.0,28.0,39.0,9.16515138991168,2,12
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,386,397.0,435.0,437.0,428.0,356.0,334.0,312.0,325.0,307.0,302.0,316.0,404.0,423.0,22.538855339169288,0,7
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,495,386.0,397.0,435.0,437.0,428.0,356.0,334.0,312.0,325.0,307.0,302.0,316.0,406.0,25.709920264364882,0,8
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,374,495.0,386.0,397.0,435.0,437.0,428.0,356.0,334.0,312.0,325.0,307.0,302.0,426.0,60.00833275470999,0,9
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,357,374.0,495.0,386.0,397.0,435.0,437.0,428.0,356.0,334.0,312.0,325.0,307.0,418.3333333333333,66.66583332812493,1,10
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,391,357.0,374.0,495.0,386.0,397.0,435.0,437.0,428.0,356.0,334.0,312.0,325.0,408.6666666666667,75.24847728248947,0,11
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,426,391.0,357.0,374.0,495.0,386.0,397.0,435.0,437.0,428.0,356.0,334.0,312.0,374.0,17.0,2,12
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,436,426.0,391.0,357.0,374.0,495.0,386.0,397.0,435.0,437.0,428.0,356.0,334.0,391.3333333333333,34.50120770833006,2,1
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,422,436.0,426.0,391.0,357.0,374.0,495.0,386.0,397.0,435.0,437.0,428.0,356.0,417.6666666666667,23.629078131263043,0,2
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,361,422.0,436.0,426.0,391.0,357.0,374.0,495.0,386.0,397.0,435.0,437.0,428.0,428.0,7.211102550927978,4,3
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,354,361.0,422.0,436.0,426.0,391.0,357.0,374.0,495.0,386.0,397.0,435.0,437.0,406.3333333333333,39.878983604567125,2,4
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,396,354.0,361.0,422.0,436.0,426.0,391.0,357.0,374.0,495.0,386.0,397.0,435.0,379.0,37.403208418530085,0,5
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,318,396.0,354.0,361.0,422.0,436.0,426.0,391.0,357.0,374.0,495.0,386.0,397.0,370.3333333333333,22.501851775650227,1,6
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,331,318.0,396.0,354.0,361.0,422.0,436.0,426.0,391.0,357.0,374.0,495.0,386.0,356.0,39.03844259188627,0,7
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,362,331.0,318.0,396.0,354.0,361.0,422.0,436.0,426.0,391.0,357.0,374.0,495.0,348.3333333333333,41.78915329763614,0,8
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,356,362.0,331.0,318.0,396.0,354.0,361.0,422.0,436.0,426.0,391.0,357.0,374.0,337.0,22.60530911091463,0,9
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,348,356.0,362.0,331.0,318.0,396.0,354.0,361.0,422.0,436.0,426.0,391.0,357.0,349.6666666666667,16.441816606851365,1,10
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,394,348.0,356.0,362.0,331.0,318.0,396.0,354.0,361.0,422.0,436.0,426.0,391.0,355.3333333333333,7.023769168568493,0,11
ADELAIDE,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,401,394.0,348.0,356.0,362.0,331.0,318.0,396.0,354.0,361.0,422.0,436.0,426.0,366.0,24.576411454889016,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-07-01,142,126.0,133.0,161.0,134.0,139.0,160.0,139.0,123.0,130.0,117.0,141.0,130.0,140.0,18.520259177452136,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-08-01,136,142.0,126.0,133.0,161.0,134.0,139.0,160.0,139.0,123.0,130.0,117.0,141.0,133.66666666666666,8.020806277010642,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,133,136.0,142.0,126.0,133.0,161.0,134.0,139.0,160.0,139.0,123.0,130.0,117.0,134.66666666666666,8.082903768654761,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,143,133.0,136.0,142.0,126.0,133.0,161.0,134.0,139.0,160.0,139.0,123.0,130.0,137.0,4.58257569495584,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,129,143.0,133.0,136.0,142.0,126.0,133.0,161.0,134.0,139.0,160.0,139.0,123.0,137.33333333333334,5.131601439446884,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,176,129.0,143.0,133.0,136.0,142.0,126.0,133.0,161.0,134.0,139.0,160.0,139.0,135.0,7.211102550927978,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,184,176.0,129.0,143.0,133.0,136.0,142.0,126.0,133.0,161.0,134.0,139.0,160.0,149.33333333333334,24.13158373031769,2,1
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,153,184.0,176.0,129.0,143.0,133.0,136.0,142.0,126.0,133.0,161.0,134.0,139.0,163.0,29.715315916207253,0,2
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-03-01,155,153.0,184.0,176.0,129.0,143.0,133.0,136.0,142.0,126.0,133.0,161.0,134.0,171.0,16.09347693943108,4,3
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-04-01,162,155.0,153.0,184.0,176.0,129.0,143.0,133.0,136.0,142.0,126.0,133.0,161.0,164.0,17.349351572897472,2,4
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-05-01,133,162.0,155.0,153.0,184.0,176.0,129.0,143.0,133.0,136.0,142.0,126.0,133.0,156.66666666666666,4.725815626252608,0,5
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-06-01,148,133.0,162.0,155.0,153.0,184.0,176.0,129.0,143.0,133.0,136.0,142.0,126.0,150.0,15.132745950421556,1,6
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-07-01,156,148.0,133.0,162.0,155.0,153.0,184.0,176.0,129.0,143.0,133.0,136.0,142.0,147.66666666666666,14.502873278538061,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-08-01,170,156.0,148.0,133.0,162.0,155.0,153.0,184.0,176.0,129.0,143.0,133.0,136.0,145.66666666666666,11.67618659209133,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-09-01,141,170.0,156.0,148.0,133.0,162.0,155.0,153.0,184.0,176.0,129.0,143.0,133.0,158.0,11.135528725660043,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-10-01,165,141.0,170.0,156.0,148.0,133.0,162.0,155.0,153.0,184.0,176.0,129.0,143.0,155.66666666666666,14.502873278538061,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-11-01,168,165.0,141.0,170.0,156.0,148.0,133.0,162.0,155.0,153.0,184.0,176.0,129.0,158.66666666666666,15.50268793897798,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-12-01,208,168.0,165.0,141.0,170.0,156.0,148.0,133.0,162.0,155.0,153.0,184.0,176.0,158.0,14.798648586948742,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-07-01,8,3.0,5.0,8.0,15.0,4.0,4.0,4.0,7.0,6.0,7.0,9.0,1.0,5.333333333333333,2.516611478423583,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-08-01,4,8.0,3.0,5.0,8.0,15.0,4.0,4.0,4.0,7.0,6.0,7.0,9.0,5.333333333333333,2.516611478423583,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-09-01,9,4.0,8.0,3.0,5.0,8.0,15.0,4.0,4.0,4.0,7.0,6.0,7.0,5.0,2.6457513110645907,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-10-01,4,9.0,4.0,8.0,3.0,5.0,8.0,15.0,4.0,4.0,4.0,7.0,6.0,7.0,2.6457513110645907,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-11-01,7,4.0,9.0,4.0,8.0,3.0,5.0,8.0,15.0,4.0,4.0,4.0,7.0,5.666666666666667,2.886751345948129,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2023-12-01,6,7.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,15.0,4.0,4.0,4.0,6.666666666666667,2.516611478423583,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-01-01,8,6.0,7.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,15.0,4.0,4.0,5.666666666666667,1.5275252316519468,2,1
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-02-01,5,8.0,6.0,7.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,15.0,4.0,7.0,1.0,0,2
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-03-01,10,5.0,8.0,6.0,7.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,15.0,6.333333333333333,1.5275252316519465,4,3
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-04-01,1,10.0,5.0,8.0,6.0,7.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,7.666666666666667,2.516611478423583,2,4
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-05-01,8,1.0,10.0,5.0,8.0,6.0,7.0,4.0,9.0,4.0,8.0,3.0,5.0,5.333333333333333,4.509249752822894,0,5
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-06-01,7,8.0,1.0,10.0,5.0,8.0,6.0,7.0,4.0,9.0,4.0,8.0,3.0,6.333333333333333,4.725815626252609,1,6
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-07-01,6,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,4.0,9.0,4.0,8.0,5.333333333333333,3.7859388972001824,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-08-01,13,6.0,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,4.0,9.0,4.0,7.0,1.0,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-09-01,4,13.0,6.0,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,4.0,9.0,8.666666666666666,3.7859388972001824,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-10-01,10,4.0,13.0,6.0,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,4.0,7.666666666666667,4.725815626252608,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-11-01,7,10.0,4.0,13.0,6.0,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,9.0,4.58257569495584,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,OTHER OFFENCES AGAINST THE PERSON,2024-12-01,4,7.0,10.0,4.0,13.0,6.0,7.0,8.0,1.0,10.0,5.0,8.0,6.0,7.0,3.0,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-07-01,4,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.0,4.0,7.0,5.0,5.0,8.333333333333334,3.055050463303893,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-08-01,12,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.0,4.0,7.0,5.0,6.666666666666667,3.7859388972001824,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-09-01,7,12.0,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.0,4.0,7.0,7.0,4.358898943540674,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-10-01,8,7.0,12.0,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.0,4.0,7.666666666666667,4.041451884327381,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-11-01,5,8.0,7.0,12.0,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.0,9.0,2.6457513110645907,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2023-12-01,10,5.0,8.0,7.0,12.0,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.0,6.666666666666667,1.5275252316519465,2,12
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-01-01,12,10.0,5.0,8.0,7.0,12.0,4.0,5.0,11.0,9.0,5.0,6.0,7.0,7.666666666666667,2.516611478423583,2,1
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-02-01,10,12.0,10.0,5.0,8.0,7.0,12.0,4.0,5.0,11.0,9.0,5.0,6.0,9.0,3.605551275463989,0,2
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-03-01,9,10.0,12.0,10.0,5.0,8.0,7.0,12.0,4.0,5.0,11.0,9.0,5.0,10.666666666666666,1.1547005383792517,4,3
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-04-01,6,9.0,10.0,12.0,10.0,5.0,8.0,7.0,12.0,4.0,5.0,11.0,9.0,10.333333333333334,1.5275252316519468,2,4
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-05-01,3,6.0,9.0,10.0,12.0,10.0,5.0,8.0,7.0,12.0,4.0,5.0,11.0,8.333333333333334,2.0816659994661326,0,5
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-06-01,5,3.0,6.0,9.0,10.0,12.0,10.0,5.0,8.0,7.0,12.0,4.0,5.0,6.0,3.0,1,6
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-07-01,3,5.0,3.0,6.0,9.0,10.0,12.0,10.0,5.0,8.0,7.0,12.0,4.0,4.666666666666667,1.5275252316519468,0,7
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-08-01,13,3.0,5.0,3.0,6.0,9.0,10.0,12.0,10.0,5.0,8.0,7.0,12.0,3.6666666666666665,1.1547005383792515,0,8
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-09-01,10,13.0,3.0,5.0,3.0,6.0,9.0,10.0,12.0,10.0,5.0,8.0,7.0,7.0,5.291502622129181,0,9
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-10-01,7,10.0,13.0,3.0,5.0,3.0,6.0,9.0,10.0,12.0,10.0,5.0,8.0,8.666666666666666,5.131601439446884,1,10
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-11-01,9,7.0,10.0,13.0,3.0,5.0,3.0,6.0,9.0,10.0,12.0,10.0,5.0,10.0,3.0,0,11
ADELAIDE,OFFENCES AGAINST THE PERSON,ROBBERY AND RELATED OFFENCES,2024-12-01,6,9.0,7.0,10.0,13.0,3.0,5.0,3.0,6.0,9.0,10.0,12.0,10.0,8.666666666666666,1.5275252316519468,2,12
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-11-01,2,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0,11
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-12-01,1,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.3333333333333333,0.5773502691896257,2,12
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-10-01,3,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1,10
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-11-01,1,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,0,11
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-12-01,2,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2,12
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-01-01,3,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-02-01,2,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,2
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-03-01,1,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.3333333333333335,0.5773502691896257,4,3
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-04-01,1,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2,4
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-05-01,3,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,1.3333333333333333,0.5773502691896257,0,5
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-06-01,3,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,1.6666666666666667,1.1547005383792517,1,6
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-09-01,1,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.3333333333333335,1.1547005383792515,0,9
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,1,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,2.3333333333333335,1.1547005383792515,1,10
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,2,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,1.6666666666666667,1.1547005383792515,0,11
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,1,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.3333333333333333,0.5773502691896257,2,12
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,25,14.0,14.0,12.0,11.0,15.0,13.0,5.0,6.0,17.0,9.0,20.0,19.0,13.333333333333334,1.1547005383792515,0,7
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,10,25.0,14.0,14.0,12.0,11.0,15.0,13.0,5.0,6.0,17.0,9.0,20.0,17.666666666666668,6.3508529610858835,0,8
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,12,10.0,25.0,14.0,14.0,12.0,11.0,15.0,13.0,5.0,6.0,17.0,9.0,16.333333333333332,7.767453465154029,0,9
ADELAIDE AIRPORT,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,8,12.0,10.0,25.0,14.0,14.0,12.0,11.0,15.0,13.0,5.0,6.0,17.0,15.666666666666666,8.144527815247077,1,10
